Name,Street,Suburb,City,Region,Longitude,Latitude
Taneatua School,44 McKenzie Street,,Taneatua,Bay of Plenty,177.009345,-38.065098
Tapu School,Thames Coast Road,Tapu,Thames,Waikato,175.50116,-36.985378
Tarrangower School,25 Manson Street,,Taumarunui,Manawatu-Wanganui,175.25191,-38.867912
Tatuanui School,State Highway 27,,Tatuanui,Waikato,175.597467,-37.621796
Tauhara School,90 Crown Road,Tauhara,Taupo,Waikato,176.10039,-38.69137
Tauhei Combined School,860 Tauhei Road,,Tauhei,Waikato,175.43075,-37.602293
Taumarunui Primary School,Maata Street,,Taumarunui,Manawatu-Wanganui,175.271091,-38.883551
Taupiri School,Greenlane Road,,Taupiri,Waikato,175.187847,-37.613659
Taupo Intermediate,Kotare Street,Hilltop,Taupo,Waikato,176.096894,-38.697614
Taupo School,Tamamutu Street,,Taupo,Waikato,176.073775,-38.687279
Tauranga Intermediate,30 18th Avenue,The Avenues,Tauranga,Bay of Plenty,176.155751,-37.712206
Tauranga Primary School,31 Fifth Avenue,,Tauranga,Bay of Plenty,176.163981,-37.691989
Gate Pa School,900 Cameron Road South,Gate Pa,Tauranga,Bay of Plenty,176.145836,-37.711136
Tauriko School,State Highway 29,Tauriko,Tauranga,Bay of Plenty,176.095297,-37.740726
Tauwhare School,26 Scotsman Valley Road,,Hamilton,Waikato,175.45552,-37.772843
Tawera Bilingual School,164 Ngahina Road,Ruatoki,Whakatane,Bay of Plenty,176.985821,-38.15186
Te Akau School,Te Akau Road,,Te Akau,Waikato,174.873561,-37.66897
Te Aroha Primary School,Jubilee Avenue,,Te Aroha,Waikato,175.709554,-37.537536
Te Awamutu Intermediate,646 Hazelmere Crescent,,Te Awamutu,Waikato,175.332486,-38.017678
Te Awamutu Primary School,401 Teasdale Street,,Te Awamutu,Waikato,175.318628,-38.012099
Te Kauwhata Primary School,Wira Street,,Te Kauwhata,Waikato,175.145246,-37.404204
Te Kowhai School,Horotiu Road,,Te Kowhai,Waikato,175.153339,-37.739275
Te Kuiti Primary School,Rora Street,,Te Kuiti,Waikato,175.159609,-38.329327
Te Mahoe School,842 Galatea Road,Lake Matahina,Whakatane,Bay of Plenty,176.816075,-38.108723
Te Mata School (Raglan),778 Te Mata Road,,Raglan,Waikato,174.867009,-37.880354
TKKM o Te Matai,309 State Highway 2,Waitangi,Te Puke,Bay of Plenty,176.359013,-37.791672
Te Miro School,443 Te Miro Road,Te Miro,Cambridge,Waikato,175.545053,-37.807116
Te Pahu School,671 Te Pahu Road,Te Pahu,Hamilton,Waikato,175.138919,-37.923804
Te Poi School,3 Stopford Road,Te Poi,Matamata,Waikato,175.847828,-37.870697
Te Puke Intermediate,Cameron Road,,Te Puke,Bay of Plenty,176.315236,-37.79632
Te Puke Primary School,Cameron Road,,Te Puke,Bay of Plenty,176.316123,-37.787593
Te Puna School,Te Puna Road,,Te Puna,Bay of Plenty,176.076681,-37.675652
Te Ranga School,Te Matai Road,,Te Puke,Bay of Plenty,176.272443,-37.904348
Te Rapa School,61 Ashurst Avenue,Te Rapa,Hamilton,Waikato,175.236039,-37.739391
Te Rerenga School,1229 Whangapoua Road,,Te Rerenga,Waikato,175.596635,-36.754578
Te Kura o Te Teko,24 Te Teko Road,,Te Teko,Bay of Plenty,176.797506,-38.034195
Te Uku School,3436 State Highway 23,Raglan,Te Uku,Waikato,174.957155,-37.828015
Te Waotu School,1274 Waotu Road,,Putaruru,Waikato,175.689541,-38.144239
Thames South School,Grey Street,,Thames,Waikato,175.54827,-37.144573
Thornton School,Eastbank Road,Thornton,Whakatane,Bay of Plenty,176.863287,-37.925335
Tirau Primary School,69 Main Road,,Tirau,Waikato,175.75529,-37.975555
Tirohanga School,Tirohanga Road,,Atiamuri,Waikato,175.910031,-38.469019
Tirohia School,State Highway 26,,Tirohia,Waikato,175.648401,-37.431503
Tokoroa Central School,Clyde Street,,Tokoroa,Waikato,175.864815,-38.221149
Tokoroa Intermediate,Elizabeth Drive,,Tokoroa,Waikato,175.85914,-38.227686
Tokoroa North School,29 Paraonui Road,,Tokoroa,Waikato,175.853813,-38.21281
Turaki School,Tumoana Street,,Taumarunui,Manawatu-Wanganui,175.268345,-38.886251
Turua Primary School,Hauraki Road,Turua,Thames,Waikato,175.568917,-37.242169
Upper Atiamuri School,2613 State Highway 30,,Atiamuri,Waikato,176.068047,-38.332953
Vardon School,36 Cunningham Road,Beerescourt,Hamilton,Waikato,175.256974,-37.76335
Waerenga School,Taniwha Road,Waerenga,Te Kauwhata,Waikato,175.266456,-37.371719
Te Kura o Waharoa,32 Ward Street,,Waharoa,Waikato,175.754739,-37.760013
Waihi Beach School,100 Beach Road,,Waihi Beach,Bay of Plenty,175.938504,-37.405923
Waihi East School,Donnelly Street,,Waihi,Waikato,175.856228,-37.381833
Waihi Central School,Moresby Avenue,,Waihi,Waikato,175.838774,-37.389965
Waikaretu School,1448 Waikaretu Valley Road,Waikaretu,Tuakau,Waikato,174.83214,-37.543424
Waikino School,15 Abbott Road,,Waikino,Waikato,175.770575,-37.409512
Waikite Valley School,1090 Waikite Valley Road,Waikite Valley,Rotorua,Waikato,176.256792,-38.341907
Waimana School,6 Raroa Road,,Waimana,Bay of Plenty,177.072259,-38.143094
Waimata School,9780 Tauranga Road (SH2),,Waihi,Waikato,175.869657,-37.426815
Waingaro School,5844 Waingaro Road,,Ngaruawahia,Waikato,174.96916,-37.675479
TKKM o Waioweka,48 Waioeka Pa Road,,Opotiki,Bay of Plenty,177.294321,-38.083843
Te Kura Maori-a-Rohe o Waiohau,2481 Galatea Road,Waiohau,Whakatane,Bay of Plenty,176.841699,-38.224304
Waiotahe Valley School,32 Gabriels Gully Road,,Opotiki,Bay of Plenty,177.192319,-38.026412
Waipa School,Kia Toa Street,,Ngaruawahia,Waikato,175.149737,-37.676017
Waipahihi School,20 Parata Street,Waipahihi,Taupo,Waikato,176.087111,-38.717516
Wairakei School,Wairakei Village,Wairakei,Taupo,Waikato,176.101477,-38.619082
Te Kura o Waitahanui,107 State Highway 1,Waitahanui,Taupo,Waikato,176.076789,-38.787762
Waitakaruru School,Canal West Road,,Waitakaruru,Waikato,175.393145,-37.236195
Waitetuna School,"129 Waitetuna Valley Road, RD 1",,Raglan,Waikato,175.030893,-37.846597
Waitomo Caves School,Hotel Access Road,,Waitomo Caves,Waikato,175.109611,-38.261412
Walton School,305 Walton Road,,Walton,Waikato,175.698247,-37.733362
Wairere School,Wardville Road,Wardville,Waharoa,Waikato,175.778844,-37.723353
Welcome Bay School,309 Welcome Bay Road,Welcome Bay,Tauranga,Bay of Plenty,176.196544,-37.727458
Westbrook School,362 Malfroy Road,,Rotorua,Bay of Plenty,176.21875,-38.15063
Western Heights Primary School (Rotorua),Clayton Road,Western Heights,Rotorua,Bay of Plenty,176.213392,-38.130541
Whakamarama School,476 Whakamarama Road,,Whakamarama,Bay of Plenty,175.994051,-37.717139
Whakamaru School,Kaahu Road,Whakamaru,Mangakino,Waikato,175.808139,-38.426742
Whakarewarewa School,63 Sala Street,Whakarewarewa,Rotorua,Bay of Plenty,176.264263,-38.157952
Whakatane Intermediate,James Street,,Whakatane,Bay of Plenty,176.970444,-37.96125
Whangamarino School,State Highway 33,,Okere Falls,Bay of Plenty,176.344226,-38.026675
Te Kura Mana Maori o Whangaparaoa,11555 State Highway 35,Cape Runaway,Opotiki,Bay of Plenty,177.997525,-37.574818
ACG Parnell College,39 George Street,Parnell,Auckland,Auckland,174.778127,-36.863647
Wharepapa South School,14 Wharepapa Road,,Te Awamutu,Waikato,175.534875,-38.142828
Whatawhata School,9 Kura Street,Whatawhata,Hamilton,Waikato,175.157422,-37.792265
Whenuakite School,1055 State Highway 25,,Whitianga,Waikato,175.777176,-36.91499
Whitikahu School,Whitikahu Road,Whitikahu,Taupiri,Waikato,175.345928,-37.611206
Whitiora School,38 Willoughby Street,Whitiora,Hamilton,Waikato,175.270037,-37.779587
Woodlands School (Opotiki),168 Dip Road,,Opotiki,Bay of Plenty,177.2629,-38.038853
Woodstock School,21 Woodstock Road,Fairfield,Hamilton,Waikato,175.273488,-37.76875
Marian Catholic School (Hamilton),Firth Street,Hamilton East,Hamilton,Waikato,175.295006,-37.790836
Kaponga School,30 Egmont Street,,Kaponga,Taranaki,174.149432,-39.426197
Crawshaw School,Crawshaw Drive,Nawton,Hamilton,Waikato,175.232277,-37.773937
Manaia School (Taranaki),Karaka Street,,Manaia,Taranaki,174.122399,-39.546771
Matapu School,495 Hastings Road,,Hawera,Taranaki,174.226633,-39.478522
Trentham School,Moonshine Road,Trentham,Upper Hutt,Wellington,175.044627,-41.128843
Koraunui School,17 Kairimu Street,Stokes Valley,Lower Hutt,Wellington,174.984852,-41.180545
Tautoro School,Mangakahia Road,,Kaikohe,Northland,173.84029,-35.472835
Maromaku School,School Road,,Kawakawa,Northland,174.105052,-35.48665
Moerewa School,70 Otiria Road,,Moerewa,Northland,174.008975,-35.393283
TKKM o Taumarere,1-9 Station Road East,,Moerewa,Northland,174.021053,-35.38815
Awahono School - Grey Valley,20 Napoleon Street,,Ahaura,West Coast,171.538347,-42.347604
Paparoa Range School,Herald Street,,Dobson,West Coast,171.311438,-42.452008
Geraldine Primary School,Wilson Street,,Geraldine,Canterbury,171.238847,-44.096869
Winchester Rural School,Rise Road,,Winchester,Canterbury,171.278421,-44.189981
Temuka Primary School,9 Hayhurst Street,,Temuka,Canterbury,171.286986,-44.246304
Oceanview Heights School,241 Selwyn Street,Marchwiel,Timaru,Canterbury,171.230864,-44.379551
Grantlea Downs School,65 Grants Road,Marchwiel,Timaru,Canterbury,171.235526,-44.374378
Barton Rural School,Fairview Road,,Timaru,Canterbury,171.171617,-44.409933
Bluestone School,Raymond Street,West End,Timaru,Canterbury,171.226377,-44.398359
Beaconsfield School,"40 Guscott Road, RD 2",,Timaru,Canterbury,171.129697,-44.434239
Timaru South School,44 Queen Street,Parkside,Timaru,Canterbury,171.249827,-44.408459
New River Primary,117 Elizabeth Street,Kew,Invercargill,Southland,168.358154,-46.434695
Fernworth Primary School,288 Pomona Street,Strathern,Invercargill,Southland,168.369954,-46.431527
Newfield Park School,82 Wilfrid Street,Newfield,Invercargill,Southland,168.380446,-46.420625
Donovan Primary School,200 Drury Lane,Waikiwi,Invercargill,Southland,168.340617,-46.378901
Bluff School,Bradshaw Street,,Bluff,Southland,168.344294,-46.602354
Lake Brunner School,Ahau Street,,Moana,West Coast,171.480778,-42.575937
Jean Seabrook Memorial School,68 London Street,Richmond,Christchurch,Canterbury,172.654818,-43.520217
Ahititi School,State Highway 3,Ahititi,Urenui,Taranaki,174.606811,-38.858393
Auroa School,Auroa Road,,Hawera,Taranaki,174.044642,-39.48306
Avon School,Hamlet Street,,Stratford,Taranaki,174.284729,-39.351022
Bell Block School,31 Bell Block Court,Bell Block,New Plymouth,Taranaki,174.14481,-39.035745
Central School Te Kura Waenga O Ngamotu,40 Lemon Street,,New Plymouth,Taranaki,174.079959,-39.059179
Devon Intermediate,400 Devon Street West,Lynmouth,New Plymouth,Taranaki,174.054111,-39.063575
Egmont Village School,1052 Junction Road,Egmont Vllage,Inglewood,Taranaki,174.14538,-39.146463
Eltham School,Conway Road,,Eltham,Taranaki,174.29777,-39.434451
Fitzroy School,Barriball Street,Fitzroy,New Plymouth,Taranaki,174.102942,-39.047949
Frankley School,Tukapa Street,,New Plymouth,Taranaki,174.056453,-39.090976
Hawera Intermediate,245 South Road,,Hawera,Taranaki,174.278693,-39.593763
Hawera Primary School,261 South Road,,Hawera,Taranaki,174.275218,-39.592856
Highlands Intermediate,260A Coronation Avenue,,New Plymouth,Taranaki,174.089797,-39.074289
Huiakama School,State Highway 43,,Stratford,Taranaki,174.568249,-39.261331
Huirangi School,Bayley Street,,Huirangi,Taranaki,174.249859,-39.051766
Inglewood School,33 Kelly Street,,Inglewood,Taranaki,174.200312,-39.159213
Kaimata School,715 Tarata Road,,Inglewood,Taranaki,174.291619,-39.16114
Lepperton School,540 Richmond Road,Lepperton,New Plymouth,Taranaki,174.209864,-39.06223
Makahu School,835 Brewer Road,Makahu,Stratford,Taranaki,174.631143,-39.292835
Mangorei School,502 Mangorei Road,Highlands Park,New Plymouth,Taranaki,174.107552,-39.089705
Manukorihi Intermediate,Manukorihi Road,,Waitara,Taranaki,174.243148,-38.999718
Marco School,6537 Ohura Road,,Stratford,Manawatu-Wanganui,174.749718,-39.107753
Marfell School,Endeavour Street,,New Plymouth,Taranaki,174.045053,-39.075464
Matiere School,Main Road,,Matiere,Manawatu-Wanganui,175.102121,-38.764663
Merrilands School,Kauri Street,,New Plymouth,Taranaki,174.103854,-39.063247
Midhirst School,8 Erin Street,Midhirst,Stratford,Taranaki,174.264152,-39.290775
Mimi School,23 Pukearuhe Road,Mimi,Urenui,Taranaki,174.450167,-38.970815
Mokau School,Rangi Street,,Mokau,Waikato,174.618259,-38.697241
Mokoia School,969A Main South Road,,Hawera,Taranaki,174.369389,-39.626125
Moturoa School,Pioneer Road,,New Plymouth,Taranaki,174.035675,-39.064085
Ngaere School,4355 Mountain Road,,Stratford,Taranaki,174.30155,-39.395469
Norfolk School,6 Norfolk Road,,Inglewood,Taranaki,174.231892,-39.200777
Normanby School,3 Hunter Street,,Normanby,Taranaki,174.27288,-39.540883
Oakura School,16 Donnelly Street,,New Plymouth,Taranaki,173.958018,-39.118911
Omata School,Holloway Road,Omata,New Plymouth,Taranaki,174.01991,-39.093944
Ongarue School,Ongarue Village Road,,Ongarue,Manawatu-Wanganui,175.288157,-38.712397
Opunake School,Gisborne Terrace,,Opunake,Taranaki,173.854785,-39.449968
Pembroke School,Monmouth Road,,Stratford,Taranaki,174.229135,-39.322732
Puketapu School (New Plymouth),Dillon Drive,Bell Block,New Plymouth,Taranaki,174.15163,-39.02525
Ramanui School,85 Fairfield Road,,Hawera,Taranaki,174.280051,-39.599612
Ratapiko School,4 Ratapiko Road,,Ratapiko,Taranaki,174.322326,-39.200323
Rawhitiroa School,596 Rawhitiroa Road,,Eltham,Taranaki,174.360467,-39.424221
Spotswood Primary School,177 South Road,,New Plymouth,Taranaki,174.034114,-39.07365
St John Bosco School (New Plymouth),21 Clinton Street,,New Plymouth,Taranaki,174.102278,-39.051136
St Joseph's School (Hawera),32 Victoria Street,,Hawera,Taranaki,174.280071,-39.589675
St Joseph's School (New Plymouth),41A Calvert Road,,New Plymouth,Taranaki,174.050768,-39.063401
St Joseph's School (Opunake),Allison Street,,Opunake,Taranaki,173.859687,-39.449509
St Joseph's School (Stratford),93 Miranda Street,,Stratford,Taranaki,174.284851,-39.344066
St Joseph's School (Waitara),21 Nelson Street,,Waitara,Taranaki,174.229207,-39.006102
St Patrick's School (Kaponga),71 Victoria Street,,Kaponga,Taranaki,174.151078,-39.429385
St Patrick's School (Inglewood),53 Standish Street,,Inglewood,Taranaki,174.209938,-39.158495
St Pius X School (New Plymouth),120 Brooklands Road,,New Plymouth,Taranaki,174.083019,-39.075383
Stratford Primary School,Regan Street,,Stratford,Taranaki,174.278697,-39.339596
Tawhiti School,Galt Street,,Hawera,Taranaki,174.288885,-39.58115
Tikorangi School,356 Ngatimaru Road,,Waitara,Taranaki,174.279251,-39.034248
Tokirima School,Tokirima Road,Tokirima,Taumarunui,Manawatu-Wanganui,175.012311,-38.939046
Toko School,State Highway 43,,Stratford,Taranaki,174.407666,-39.324456
Turuturu School,194 Glover Road,,Hawera,Taranaki,174.269433,-39.572075
Urenui School,Takiroa Street,Urenui,New Plymouth,Taranaki,174.390118,-38.999203
Uruti School,11 Uruti Road,,New Plymouth,Taranaki,174.529661,-38.944839
Vogeltown School,37 Huatoki Street,Vogeltown,New Plymouth,Taranaki,174.077899,-39.079669
Waitara Central School,12 Cracroft Street,,Waitara,Taranaki,174.233299,-39.004417
Waitara East School,Richmond Street,,Waitara,Taranaki,174.243855,-38.993973
Waitoriki School,Lincoln Road,,Inglewood,Taranaki,174.244445,-39.134051
Welbourn School,Arawa Street,,New Plymouth,Taranaki,174.092675,-39.072161
West End Te Kura O Morere,Bonithon Avenue,,New Plymouth,Taranaki,174.055626,-39.062191
Westown School,Sanders Avenue,,New Plymouth,Taranaki,174.063478,-39.072664
Whareorino School,8 Waikawau Beach Road,Awakino,North Taranaki,Waikato,174.679814,-38.471886
Woodleigh School,85 Brois Street,,New Plymouth,Taranaki,174.066036,-39.081559
Aberfeldy School,Parapara Highway,,Whanganui,Manawatu-Wanganui,175.261856,-39.787136
Aokautere School,Fitzherbert East Road,Aokautere,Palmerston North,Manawatu-Wanganui,175.664467,-40.363618
Apiti School,11 Bryce Street,,Apiti,Manawatu-Wanganui,175.873403,-39.972499
Arahunga School,1 Poynter Place,Gonville,Whanganui,Manawatu-Wanganui,175.030769,-39.939075
Aranui School (Wanganui),Aranui Avenue,Castlecliff,Whanganui,Manawatu-Wanganui,174.979865,-39.930177
Ashhurst School,96 Cambridge Avenue,,Ashhurst,Manawatu-Wanganui,175.755124,-40.290699
Awahou School,518 Pohangina Valley East Rd,,Ashhurst,Manawatu-Wanganui,175.81174,-40.177351
Awapuni School (P.North),18 Rochester Street,Awapuni,Palmerston North,Manawatu-Wanganui,175.587984,-40.372497
Bainesse School,576 State Highway 56,,Palmerston North,Manawatu-Wanganui,175.37749,-40.408708
Brunswick School,Campbell Road,,Whanganui,Manawatu-Wanganui,175.02456,-39.843829
Bulls School,Bridge Street,,Bulls,Manawatu-Wanganui,175.385154,-40.168734
Bunnythorpe School,Baring Street,,Bunnythorpe,Manawatu-Wanganui,175.633027,-40.282346
Carlton School,99A Carlton Avenue,Gonville,Whanganui,Manawatu-Wanganui,175.030804,-39.935164
Castlecliff School,Polson Street,Castlecliff,Whanganui,Manawatu-Wanganui,174.992102,-39.940468
Churton School,Burmah Street,Aramoho,Whanganui,Manawatu-Wanganui,175.083795,-39.892347
Clifton School (Bulls),Clifton Street,,Bulls,Manawatu-Wanganui,175.378621,-40.179664
Cloverlea School,55 Herbert Avenue,Cloverlea,Palmerston North,Manawatu-Wanganui,175.584795,-40.345261
TKKM o Otepoti,378 Main South Road,Fairfield,Dunedin,Otago,170.410346,-45.900141
Coley Street School,Coley Street,,Foxton,Manawatu-Wanganui,175.293129,-40.475627
College Street Normal School,402 College Street,Hokowhitu,Palmerston North,Manawatu-Wanganui,175.619955,-40.360629
Colyton School,Colyton Road,,Feilding,Manawatu-Wanganui,175.64867,-40.226787
Durie Hill School,Portal Street,Durie Hill,Whanganui,Manawatu-Wanganui,175.074216,-39.938767
Feilding Intermediate,95 East Street,,Feilding,Manawatu-Wanganui,175.578243,-40.222725
Fordell School,Budge Street,,Fordell,Manawatu-Wanganui,175.199484,-39.959089
Foxton Beach School,10 Carthew Terrace,,Foxton Beach,Manawatu-Wanganui,175.226173,-40.46132
Foxton School,Park Street,,Foxton,Manawatu-Wanganui,175.281982,-40.468777
Glen Oroua School,Sansons Road,,Palmerston North,Manawatu-Wanganui,175.411624,-40.330989
Gonville School,Gonville Avenue,Gonville,Whanganui,Manawatu-Wanganui,175.030563,-39.943124
Halcombe Primary School,30 Monteith Street,Halcombe,Feilding,Manawatu-Wanganui,175.498386,-40.146999
Somerset Crescent School,45 Somerset Crescent,Highbury,Palmerston North,Manawatu-Wanganui,175.584619,-40.352939
Hiwinui School,Watershed Road,,Palmerston North,Manawatu-Wanganui,175.70258,-40.271453
Hokowhitu School,227 Albert Street,,Palmerston North,Manawatu-Wanganui,175.629697,-40.357037
Hunterville Consolidated School,33 Bruce Street,,Hunterville,Manawatu-Wanganui,175.564245,-39.935503
James Cook School,Mill Street,,Marton,Manawatu-Wanganui,175.373036,-40.078502
Kai Iwi School,State Highway 3,Kai Iwi,Whanganui,Manawatu-Wanganui,174.931956,-39.851049
Kairanga School,1099 Kairanga-Bunnythorpe Road,,Palmerston North,Manawatu-Wanganui,175.533648,-40.347698
Kaitieke School,Kaitieke Road,Kaitieke,Owhango,Manawatu-Wanganui,175.272347,-39.101149
Kaitoke School (Wanganui),16 Concord Line,Kaitoke,Whanganui,Manawatu-Wanganui,175.100271,-39.960884
Kakaramea School,2193 South Road,,Patea,Taranaki,174.446672,-39.706665
Kakatahi School,4315 Parapara Road,,Kakatahi,Manawatu-Wanganui,175.335334,-39.690559
TKKM o Tupoho,18 Cross Street,Castlecliff,Whanganui,Manawatu-Wanganui,174.995811,-39.94139
Keith Street School,38 Keith Street,,Whanganui,Manawatu-Wanganui,175.046263,-39.922309
Kimbolton School,Flyger Street,,Kimbolton,Manawatu-Wanganui,175.778379,-40.053453
Kiwitea School,7 Perry Line,,Feilding,Manawatu-Wanganui,175.721273,-40.107757
TKKM o Ngati Ruanui,2 Manawapou Road,,Hawera,Taranaki,174.269905,-39.592036
Te Kura o Kokohuia,36 Matipo Street,Castlecliff,Whanganui,Manawatu-Wanganui,175.004317,-39.943691
Kopane School,Rongotea Road,,Palmerston North,Manawatu-Wanganui,175.487354,-40.310265
Linton Camp School,Puttick Road,,Linton Camp,Manawatu-Wanganui,175.591486,-40.41165
Linton Country School,77 Akers Road,Linton,Palmerston North,Manawatu-Wanganui,175.551306,-40.429768
Longburn School,Carey Street,Longburn,Palmerston North,Manawatu-Wanganui,175.543009,-40.384883
Lytton Street School,Lytton Street,,Feilding,Manawatu-Wanganui,175.57684,-40.218398
Manchester Street School,160 Manchester Street,,Feilding,Manawatu-Wanganui,175.560689,-40.222111
Mangamahu Primary School,46 Kowhai Street,,Mangamahu,Manawatu-Wanganui,175.362155,-39.817754
Mangaweka School,5 Raumaewa Road,,Mangaweka,Manawatu-Wanganui,175.790339,-39.807554
Manunui School,140 Totara Street State Highway 4,,Taumarunui,Manawatu-Wanganui,175.323172,-38.88888
St Marcellin School (Wanganui),Totara Street,,Whanganui,Manawatu-Wanganui,175.015338,-39.937468
Marton Junction School,Alexandra Street,,Marton,Manawatu-Wanganui,175.387878,-40.087925
Marton School,Hereford Street,,Marton,Manawatu-Wanganui,175.381024,-40.070849
Mataroa School,30 Rongoiti Road,,Taihape,Manawatu-Wanganui,175.720985,-39.651705
Milson School,Rutland Place,Milson,Palmerston North,Manawatu-Wanganui,175.61251,-40.331721
Moawhango School,Te Moehau Road,,Moawhango,Manawatu-Wanganui,175.861437,-39.580866
Monrad Intermediate,228 Botanical Road,,Palmerston North,Manawatu-Wanganui,175.592655,-40.362746
Mosston School,211 Mosston Road,Westmere,Whanganui,Manawatu-Wanganui,175.011622,-39.920249
Mount Biggs School,707 Sandon Road,,Feilding,Manawatu-Wanganui,175.481577,-40.200438
National Park School,Carroll Street,,National Park,Manawatu-Wanganui,175.397776,-39.17255
Newbury School,Rangitikei Line,,Palmerston North,Manawatu-Wanganui,175.571268,-40.315377
Ngamatapouri School,Waitotara Valley Road,,Waitotara,Taranaki,174.839977,-39.586425
North Street School,52 North Street,,Feilding,Manawatu-Wanganui,175.567389,-40.214042
Ohakune School,Arawa Street,,Ohakune,Manawatu-Wanganui,175.40621,-39.414802
Okoia School,645 No 3 Line,Okoia,Whanganui,Manawatu-Wanganui,175.125509,-39.924421
Orautoha School,16 Pukekaha Road,,Raetihi,Manawatu-Wanganui,175.234524,-39.329002
Oroua Downs School,State Highway 1,,Foxton,Manawatu-Wanganui,175.319993,-40.374297
Our Lady of Lourdes School (P North),96 Shamrock Street,Takaro,Palmerston North,Manawatu-Wanganui,175.5956,-40.36204
Owhango School,Ohorere Street,,Owhango,Manawatu-Wanganui,175.379644,-38.997464
Central Normal School,201 Featherston Street,,Palmerston North,Manawatu-Wanganui,175.603477,-40.350884
Palmerston North Intermediate,56 Linton Street,,Palmerston North,Manawatu-Wanganui,175.610016,-40.361287
Papanui Junction School,7471A Turakina Valley Road,,Taihape,Manawatu-Wanganui,175.543285,-39.676974
Parkland School (P North),41 Parkland Crescent,,Palmerston North,Manawatu-Wanganui,175.640592,-40.350788
Pukeokahu School,84 Matawhero Road,,Pukeokahu,Manawatu-Wanganui,176.001609,-39.615962
Raetihi Primary School,24 Grey Street,,Raetihi,Manawatu-Wanganui,175.278644,-39.431437
Te Kura o Ratana,Kiatere Street,,Ratana,Manawatu-Wanganui,175.175512,-40.036622
Riverdale School (P North),95 Slacks Road,Awapuni,Palmerston North,Manawatu-Wanganui,175.594322,-40.377698
Rongotea School,Tyne Street,,Rongotea,Manawatu-Wanganui,175.429047,-40.29479
Roslyn School,Kipling Street,Roslyn,Palmerston North,Manawatu-Wanganui,175.633241,-40.330159
Ross Intermediate,25 Freyberg Street,,Palmerston North,Manawatu-Wanganui,175.625548,-40.338814
Russell Street School,Russell Street,,Palmerston North,Manawatu-Wanganui,175.613124,-40.339979
Rutherford Junior High School,32 Toi Street,Tawhero,Whanganui,Manawatu-Wanganui,175.019271,-39.93417
Sanson School,Main Highway North,,Sanson,Manawatu-Wanganui,175.423329,-40.222295
TKKM o Ngati Kahungunu Ki Heretaunga,139 Stock Road,Flaxmere,Hastings,Hawke's Bay,176.786399,-39.642657
South Makirikiri School,Makirikiri Road,,Marton,Manawatu-Wanganui,175.309683,-40.086715
St Anne's School (Wanganui),Raine Street,Whanganui East,Whanganui,Manawatu-Wanganui,175.067236,-39.920093
St James School (P North),304 Albert Street,Hokowhitu,Palmerston North,Manawatu-Wanganui,175.631893,-40.36079
St John's Hill School,Parkes Avenue,,Whanganui,Manawatu-Wanganui,175.030661,-39.917137
St Joseph's School (Feilding),60 Derby Street,,Feilding,Manawatu-Wanganui,175.570776,-40.220508
St Joseph's School (Patea),15 Suffolk Street,,Patea,Taranaki,174.478231,-39.759249
St Joseph's School (Taihape),27 Rauma Road,,Taihape,Manawatu-Wanganui,175.809242,-39.68544
St Mary's School (Wanganui),30 London Street,,Whanganui,Manawatu-Wanganui,175.049749,-39.912227
St Mary's School (Foxton),Johnston Street,,Foxton,Manawatu-Wanganui,175.284332,-40.476821
St Matthew's School (Marton),25 Ross Street,,Marton,Manawatu-Wanganui,175.376603,-40.074851
St Mary's School (P North),69A Ruahine Street,Roslyn,Palmerston North,Manawatu-Wanganui,175.622458,-40.338743
Takaro School,Brighton Crescent,,Palmerston North,Manawatu-Wanganui,175.590333,-40.359749
Tangimoana School,19 Punga Street,,Tangimoana,Manawatu-Wanganui,175.249198,-40.296114
Taonui School,Waughs Road,,Feilding,Manawatu-Wanganui,175.599624,-40.256712
Taoroa School,43 Pukeokahu Road,,Taihape,Manawatu-Wanganui,175.942394,-39.692143
Tawhero School,Totara Street,,Whanganui,Manawatu-Wanganui,175.015496,-39.936399
Terrace End School,201 Ruahine Street,Terrace End,Palmerston North,Manawatu-Wanganui,175.627031,-40.345754
Turitea School,208 Old West Road,,Tiritea,Manawatu-Wanganui,175.61991,-40.401256
Turakina School,State Highway 3,,Turakina,Manawatu-Wanganui,175.216023,-40.049292
Upokongaro School,State Highway 4,Upokongaro,Whanganui,Manawatu-Wanganui,175.113683,-39.866193
Waiouru School,Ruapehu Street,,Waiouru,Manawatu-Wanganui,175.673127,-39.468539
Waitotara School,Severn Street,,Waitotara,Taranaki,174.736281,-39.804508
Waituna West School,Waituna Valley Road,,Feilding,Manawatu-Wanganui,175.642705,-40.041343
Whanganui East School,Patapu Street,Whanganui East,Whanganui,Manawatu-Wanganui,175.063802,-39.914533
Whanganui Intermediate,90 Dublin Street,,Whanganui,Manawatu-Wanganui,175.042534,-39.928656
Waverley Primary School,Gloag Street,,Waverley,Taranaki,174.629649,-39.763177
West End School (P North),196 College Street,,Palmerston North,Manawatu-Wanganui,175.599877,-40.369598
Westmere School (Wanganui),135 Rapanui Rd,,Whanganui,Manawatu-Wanganui,174.994821,-39.896947
Whakarongo School,Stoney Creek Road,,Palmerston North,Manawatu-Wanganui,175.676373,-40.326435
Whangaehu School,Ruatangata Road,,Whangaehu-Whanganui,Manawatu-Wanganui,175.175477,-40.006504
