Name,Street,Suburb,City,Region,Longitude,Latitude
Te Kura o Te Kao,6603 Far North Road,,Te Kao,Northland,172.965949,-34.654705
Taipa Area School,578 State Highway 10,,Taipa,Northland,173.464303,-34.994702
Kaitaia College,53 Redan Road,,Kaitaia,Northland,173.258701,-35.121315
Whangaroa College,4157 State Highway 10,,Kaeo,Northland,173.786951,-35.100854
Kerikeri High School,48 Hone Heke Road,,Kerikeri,Northland,173.95539,-35.228346
Broadwood Area School,1041 Broadwood Road,,Broadwood,Northland,173.394991,-35.26124
Okaihau College,58 Settlers Way,,Okaihau,Northland,173.765765,-35.323752
Bay of Islands College,1-9 Derrick Road,,Kawakawa,Northland,174.075903,-35.379495
Northland College,62 Mangakahia Road,,Kaikohe,Northland,173.809918,-35.413881
Te Kura Taumata o Panguru,2178 West Coast Road,,Panguru,Northland,173.383069,-35.38052
Opononi Area School,263 State Highway 12,Omapere,Kaikohe,Northland,173.390213,-35.528548
Tauraroa Area School,398 Tauraroa Road,,Maungakaramea,Northland,174.21817,-35.873062
Kamo High School,5 Wilkinson Avenue,Kamo,Whangarei,Northland,174.302814,-35.684386
Tikipunga High School,194 Corks Road,Tikipunga,Whangarei,Northland,174.328318,-35.683551
Whangarei Boys' High School,10 Kent Road,,Whangarei,Northland,174.31838,-35.716109
Whangarei Girls' High School,1 Lupton Avenue,Regent,Whangarei,Northland,174.319551,-35.713282
Pompallier Catholic College,State Highway 14,Maunu,Whangarei,Northland,174.275714,-35.744857
Mangakahia Area School,Mangakahia Road,Titoki,Whangarei,Northland,174.058781,-35.732271
Dargaville High School,Plunket Street,,Dargaville,Northland,173.868057,-35.931684
Bream Bay College,Peter Snell Road,,Ruakaka,Northland,174.455785,-35.876072
Otamatea High School,Bickerstaffe Road,,Maungaturoto,Northland,174.36526,-36.117224
Ruawai College,4375 State Highway 12,,Ruawai,Northland,174.011674,-36.122564
Rodney College,287 Rodney Street,,Wellsford,Auckland,174.520832,-36.288153
Mahurangi College,Woodcocks Road,,Warkworth,Auckland,174.655545,-36.40651
Orewa College,Riverside Road,,Orewa,Auckland,174.689748,-36.591691
Kaipara College,Rautawhiri Road,,Helensville,Auckland,174.459139,-36.680149
Long Bay College,Ashley Avenue,Torbay,Auckland,Auckland,174.738758,-36.691388
Rangitoto College,564 East Coast Road,Browns Bay,Auckland,Auckland,174.736685,-36.73719
Kristin School,360 Albany Highway,Albany,Auckland,Auckland,174.692244,-36.742982
Glenfield College,Kaipatiki Road,Glenfield,Auckland,Auckland,174.714954,-36.779794
Birkenhead College,140 Birkdale Road,Birkenhead,Auckland,Auckland,174.701152,-36.799168
Northcote College,Kauri Glen Road,Northcote,Auckland,Auckland,174.733678,-36.808874
Carmel College,108 Shakespeare Road,Milford,Auckland,Auckland,174.756742,-36.779169
Takapuna Grammar School,210 Lake Road,Takapuna,Auckland,Auckland,174.788478,-36.800609
Westlake Boys' High School,Forrest Hill Road,Takapuna,Auckland,Auckland,174.749492,-36.777359
Westlake Girls' High School,2 Wairau Road,Takapuna,Auckland,Auckland,174.75231,-36.782451
Rosmini College,36 Dominion Street,Takapuna,Auckland,Auckland,174.760146,-36.792436
Rutherford College,Kotuku Street,Te Atatu,Auckland,Auckland,174.64631,-36.852583
Macleans College,Macleans Road,Bucklands Beach,Auckland,Auckland,174.914425,-36.882715
Green Bay High School,143-161 Godley Road,Green Bay,Auckland,Auckland,174.669396,-36.930943
Massey High School,274 Don Buck Road,Massey,Auckland,Auckland,174.601694,-36.841873
Waitakere College,Rathgar Road,Henderson,Auckland,Auckland,174.620713,-36.86709
Henderson High School,Henderson Valley Road,Henderson,Auckland,Auckland,174.628206,-36.883649
Liston College,69 Rathgar Road,Henderson,Auckland,Auckland,174.62316,-36.866057
St Dominic's Catholic College (Henderson),29 Rathgar Road,Henderson,Auckland,Auckland,174.621072,-36.868851
Western Springs College,Motions Road,Western Springs,Auckland,Auckland,174.717536,-36.861969
Selwyn College,Kohimarama Road,Kohimarama,Auckland,Auckland,174.838552,-36.862323
St Mary's College (Ponsonby),11 New Street,Ponsonby,Auckland,Auckland,174.748235,-36.845996
St Paul's College (Ponsonby),183 Richmond Road,Ponsonby,Auckland,Auckland,174.73779,-36.854449
Tyndale Park Christian School,206 Murphys Road,Flat Bush,Manukau,Auckland,174.92224,-36.974539
Auckland Girls' Grammar School,Howe Street,Newton,Auckland,Auckland,174.753651,-36.857013
Auckland Grammar,Mountain Road,Epsom,Auckland,Auckland,174.768851,-36.869407
Tamaki College,Elstree Avenue,Glen Innes,Auckland,Auckland,174.867272,-36.877936
Tangaroa College,Haumia Way,Otara,Auckland,Auckland,174.89291,-36.972898
Sacred Heart College (Auckland),250 West Tamaki Road,Glendowie,Auckland,Auckland,174.872414,-36.868887
Saint Kentigern Girls' School,514 Remuera Road,Remuera,Auckland,Auckland,174.805239,-36.880966
Baradene College,237 Victoria Avenue,Remuera,Auckland,Auckland,174.800325,-36.865636
St Peter's College (Epsom),Mountain Road,Grafton,Auckland,Auckland,174.769674,-36.86778
Marcellin College,617 Mt Albert Road,Royal Oak,Auckland,Auckland,174.766436,-36.910123
Epsom Girls Grammar School,Silver Road,Epsom,Auckland,Auckland,174.774124,-36.876422
Glendowie College,Crossfield Road,Glendowie,Auckland,Auckland,174.868138,-36.862571
Dilworth School,2 Erin Street,Remuera,Auckland,Auckland,174.781063,-36.880296
Diocesan School For Girls,Clyde Street,Epsom,Auckland,Auckland,174.778297,-36.88047
St Cuthbert's College (Epsom),Market Road,Epsom,Auckland,Auckland,174.778251,-36.887574
Mt Albert Grammar School,36 Alberton Ave,Mount Albert,Auckland,Auckland,174.72535,-36.8847
Marist College,31 Alberton Avenue,Mount Albert,Auckland,Auckland,174.726133,-36.881931
Mt Roskill Grammar,Frost Road,Mount Roskill,Auckland,Auckland,174.74714,-36.912701
Lynfield College,White Swan Road,Mount Roskill,Auckland,Auckland,174.715437,-36.921028
Bethlehem College,Elder Lane,Bethlehem,Tauranga,Bay of Plenty,176.111231,-37.704967
Avondale College,Victor Street,Avondale,Auckland,Auckland,174.691138,-36.891475
Edgewater College,32 Edgewater Drive,Pakuranga,Auckland,Auckland,174.874746,-36.9225
Pakuranga College,Pigeon Mountain Road,Bucklands Beach,Auckland,Auckland,174.901772,-36.897623
Saint Kentigern College,130 Pakuranga Road,Pakuranga,Auckland,Auckland,174.875036,-36.909705
Aidanfield Christian School,2 Nash Road,Aidanfield,Christchurch,Canterbury,172.570992,-43.563766
Kelston Boys' High School,Archibald Road,New Lynn,Auckland,Auckland,174.666887,-36.898778
Kelston Girls' College,Great North Road,New Lynn,Auckland,Auckland,174.664362,-36.908056
One Tree Hill College,421 Great South Road,Penrose,Auckland,Auckland,174.806961,-36.902818
Onehunga High School,24 Pleasant Street,Onehunga,Auckland,Auckland,174.770963,-36.919494
Howick College,Sandspit Road,Howick South,Auckland,Auckland,174.939279,-36.906563
Otahuhu College,Mangere Road,Otahuhu,Auckland,Auckland,174.840646,-36.953111
King's College,Golf Avenue,Otahuhu,Auckland,Auckland,174.837267,-36.959795
McAuley High School,26 High Street,Otahuhu,Auckland,Auckland,174.847353,-36.944401
Mangere College,23 Bader Drive,Mangere,Auckland,Auckland,174.79159,-36.959611
Auckland Seventh-Day Adventist H S,119 Mountain Road,Mangere Bridge,Auckland,Auckland,174.785003,-36.956386
De La Salle College,81 Gray Avenue,Mangere East,Auckland,Auckland,174.837764,-36.964799
Papatoetoe High School,Nicholson Avenue,Papatoetoe,Auckland,Auckland,174.871806,-36.975516
Aorere College,Portage Road,Papatoetoe,Auckland,Auckland,174.833082,-36.981409
Sir Edmund Hillary Collegiate Senior School,2 Franklyne Road,Otara,Auckland,Auckland,174.875531,-36.951268
Manurewa High School,67 Browns Road,Manurewa,Auckland,Auckland,174.882303,-37.011246
James Cook High School,Dr Pickering Avenue,Manurewa,Auckland,Auckland,174.885979,-37.034974
Papakura High School,Willis Road,,Papakura,Auckland,174.950802,-37.062938
Rosehill College,5 Edinburgh Avenue,,Papakura,Auckland,174.93656,-37.076578
Pukekohe High School,Harris Street,,Pukekohe,Auckland,174.905826,-37.204545
Wesley College,State Highway 22,,Pukekohe,Auckland,174.890164,-37.148286
Waiuku College,Constable Road,,Waiuku,Auckland,174.725724,-37.251012
Tuakau College,Elizabeth Street,,Tuakau,Waikato,174.934261,-37.263016
Onewhero Area School,Hall Road,Onewhero,Tuakau,Waikato,174.916277,-37.332151
Coromandel Area School,Woollams Avenue,,Coromandel,Waikato,175.500032,-36.759259
Mercury Bay Area School,South Highway,,Whitianga,Waikato,175.698103,-36.84124
Thames High School,300 Sealey Street,,Thames,Waikato,175.54488,-37.139539
Hauraki Plains College,Kaihere Road,,Ngatea,Waikato,175.49868,-37.276611
Paeroa College,Te Aroha Road,,Paeroa,Waikato,175.669282,-37.38543
Waihi College,Kensington Road,,Waihi,Waikato,175.831151,-37.386206
Te Kauwhata College,Waerenga Road,,Te Kauwhata,Waikato,175.149297,-37.400583
Te Aroha College,106 Stanley Avenue,,Te Aroha,Waikato,175.693305,-37.541897
Katikati College,Beach Road,,Katikati,Bay of Plenty,175.92178,-37.552917
Mt Maunganui College,Maunganui Road,,Mount Maunganui,Bay of Plenty,176.207105,-37.662769
Huntly College,Bridge Street,,Huntly,Waikato,175.152261,-37.562089
Otumoetai College,Windsor Road,Tauranga Central,Tauranga,Bay of Plenty,176.129107,-37.678747
Tauranga Boys' College,664 Cameron Road,,Tauranga,Bay of Plenty,176.156216,-37.702133
Tauranga Girls' College,930 Cameron Road,Gate Pa,Tauranga,Bay of Plenty,176.14496,-37.71236
Te Puke High School,Tui Street,,Te Puke,Bay of Plenty,176.318222,-37.788252
Matamata College,Firth Street,,Matamata,Waikato,175.770385,-37.816269
Raglan Area School,Norrie Avenue,,Raglan,Waikato,174.866613,-37.807411
Morrinsville College,Alexandra Avenue,,Morrinsville,Waikato,175.534069,-37.650826
Ngaruawahia High School,Kent Street,,Ngaruawahia,Waikato,175.158666,-37.660033
Fairfield College,Bankwood Road,Fairfield,Hamilton,Waikato,175.276552,-37.761714
St Paul's Collegiate (Hamilton),77 Hukanui Road,Chartwell,Hamilton,Waikato,175.282196,-37.75924
Hamilton Boys' High School,Peachgrove Road,,Hamilton,Waikato,175.294802,-37.784981
Hamilton Girls' High School,Ward Street,,Hamilton,Waikato,175.277353,-37.789055
Raphael House Rudolf Steiner Area School,27 Matuhi Street,Belmont,Lower Hutt,Wellington,174.907708,-41.196221
Flaxmere College,Henderson Road,Flaxmere,Hastings,Hawke's Bay,176.788803,-39.623992
Fraser High School,72 Ellicott Road,Dinsdale,Hamilton,Waikato,175.244737,-37.784276
St John's College (Hillcrest),85 Hillcrest Road,Hillcrest,Hamilton,Waikato,175.317502,-37.791332
Melville High School,Collins Road,Glenview,Hamilton,Waikato,175.28074,-37.816911
Hillcrest High School,Masters Avenue,Hillcrest,Hamilton,Waikato,175.32629,-37.793276
Sacred Heart Girls' College (Ham),52 Clyde Street,Hamilton East,Hamilton,Waikato,175.295281,-37.791578
Waikato Diocesan School For Girls,660 River Road,,Hamilton,Waikato,175.267809,-37.76449
St Peter's School (Cambridge),1716 Cambridge Road,,Cambridge,Waikato,175.428899,-37.890548
Cambridge High School,Swayne Road,,Cambridge,Waikato,175.470879,-37.878109
Trident High School,Arawa Road,,Whakatane,Bay of Plenty,176.975958,-37.973476
Whakatane High School,Goulstone Road,,Whakatane,Bay of Plenty,176.985795,-37.96239
Edgecumbe College,100 College Road,,Edgecumbe,Bay of Plenty,176.827538,-37.967928
Te Awamutu College,938 Alexandra Street,,Te Awamutu,Waikato,175.314938,-38.006308
Opotiki College,St John Street,,Opotiki,Bay of Plenty,177.288104,-38.013128
Western Heights High School,Old Quarry Road,Rotorua Central,Rotorua,Bay of Plenty,176.221188,-38.119562
Rotorua Boys' High School,Pukuatua Street,,Rotorua,Bay of Plenty,176.237478,-38.137264
Rotorua Girls' High School,251 Old Taupo Road,Hillcrest,Rotorua,Bay of Plenty,176.238387,-38.147851
Rotorua Lakes High School,Porikapa Road,Te Ngae,Rotorua,Bay of Plenty,176.302331,-38.136749
Otorohanga College,Bledisloe Avenue,,Otorohanga,Waikato,175.206037,-38.179862
Tokoroa High School,Billah Street,,Tokoroa,Waikato,175.861525,-38.226201
Forest View High School,Baird Road,,Tokoroa,Waikato,175.842948,-38.220073
Te Kuiti High School,Hospital Road,,Te Kuiti,Waikato,175.154846,-38.332224
Benneydale School,Mine Road,,Benneydale,Waikato,175.369183,-38.521668
Piopio College,18 Aria Road,,Piopio,Waikato,175.014156,-38.472646
Reporoa College,Massey Road,,Reporoa,Waikato,176.344113,-38.437344
Tauhara College,Invergarry Road,,Taupo,Waikato,176.104929,-38.697475
Taupo-nui-a-Tia College,Spa Road,,Taupo,Waikato,176.078757,-38.681059
Taumarunui High School,Golf Road,,Taumarunui,Manawatu-Wanganui,175.248128,-38.863292
Waitara High School,Princess Street,,Waitara,Taranaki,174.245055,-38.996608
New Plymouth Boys' High School,Coronation Avenue,,New Plymouth,Taranaki,174.086318,-39.061539
New Plymouth Girls' High School,60 Northgate,,New Plymouth,Taranaki,174.09477,-39.054788
Spotswood College,South Road,,New Plymouth,Taranaki,174.036087,-39.071198
Sacred Heart Girls' College (N Plymouth),9 Pukaka Street,Fitzroy,New Plymouth,Taranaki,174.102287,-39.052614
Francis Douglas Memorial College,201 Tukapa Street,Westown,New Plymouth,Taranaki,174.053407,-39.081122
Ohura Valley Primary,Ngarimu Street,,Ohura,Manawatu-Wanganui,174.98471,-38.844326
Inglewood High School,129 Rata Street,,Inglewood,Taranaki,174.18992,-39.156649
Stratford High School,Swansea Road,,Stratford,Taranaki,174.29667,-39.339658
Taranaki Diocesan School (Stratford),Broadway North,,Stratford,Taranaki,174.281297,-39.331764
Opunake High School,Tasman Street,,Opunake,Taranaki,173.851541,-39.450632
Hawera High School,Camberwell Road,,Hawera,Taranaki,174.275269,-39.585153
Ruapehu College,30 Tainui Street,,Ohakune,Manawatu-Wanganui,175.412795,-39.417243
Patea Area School,Kent Street,,Patea,Taranaki,174.48148,-39.761413
Whanganui City College,84 Ingestre Street,,Whanganui,Manawatu-Wanganui,175.046396,-39.931362
Whanganui Girls' College,21 Jones Street,Whanganui East,Whanganui,Manawatu-Wanganui,175.055092,-39.919781
Whanganui High School,70 Purnell Street,,Whanganui,Manawatu-Wanganui,175.034543,-39.934048
Cullinane College,15 Peat Street,,Whanganui,Manawatu-Wanganui,175.047244,-39.913335
Longburn Adventist College,100 Walkers Road,Longburn,Palmerston North,Manawatu-Wanganui,175.558139,-40.388358
Whanganui Collegiate School,Liverpool Street,,Whanganui,Manawatu-Wanganui,175.038218,-39.929596
Rangitikei College,Bredins Line,,Marton,Manawatu-Wanganui,175.384371,-40.069644
Nga Tawa Diocesan School,164 Calico Line,,Marton,Manawatu-Wanganui,175.398801,-40.067533
Feilding High School,Churcher Street,,Feilding,Manawatu-Wanganui,175.573637,-40.214235
Awatapu College,434 Botanical Road,West End,Palmerston North,Manawatu-Wanganui,175.600204,-40.372418
Hato Paora College,1314 Kimbolton Road,,Feilding,Manawatu-Wanganui,175.659637,-40.151735
Freyberg High School,Freyberg Street,Roslyn,Palmerston North,Manawatu-Wanganui,175.627629,-40.33782
Queen Elizabeth College,Rangitikei Street,,Palmerston North,Manawatu-Wanganui,175.604571,-40.346895
Palmerston North Boys' High School,Featherston Street,,Palmerston North,Manawatu-Wanganui,175.609853,-40.347964
Palmerston North Girls' High School,Fitzherbert Avenue,,Palmerston North,Manawatu-Wanganui,175.619194,-40.367116
St Peter's College (Palmerston North),Holdsworth Avenue,Milson,Palmerston North,Manawatu-Wanganui,175.605349,-40.334091
Manawatu College,Ladys Mile,,Foxton,Manawatu-Wanganui,175.277656,-40.46643
Ngata Memorial College,1 College Road North,,Ruatoria,Gisborne,178.324252,-37.893012
Lytton High School,Nelson Road,,Gisborne,Gisborne,178.000181,-38.643865
Gisborne Boys' High School,Stanley Road,,Gisborne,Gisborne,178.009033,-38.65887
Gisborne Girls' High School,555 Gladstone Road,Te Hapara,Gisborne,Gisborne,178.008233,-38.655215
Campion College,Campion Road,,Gisborne,Gisborne,177.989404,-38.647789
Tolaga Bay Area School,Resolution Street,,Tolaga Bay,Gisborne,178.300178,-38.373071
Wairoa College,Lucknow Street,,Wairoa,Hawke's Bay,177.414175,-39.035344
Taradale High School,50 Murphy Road,Taradale,Napier,Hawke's Bay,176.849975,-39.542061
Napier Boys' High School,Chambers Street,,Napier,Hawke's Bay,176.916452,-39.514764
Napier Girls' High School,Clyde Road,Bluff Hill,Napier,Hawke's Bay,176.915036,-39.485655
Tamatea High School,Freyberg Avenue,Greenmeadows,Napier,Hawke's Bay,176.870976,-39.518286
Sacred Heart College (Napier),Convent Road,,Napier,Hawke's Bay,176.911158,-39.483137
William Colenso College,Arnold Street,Onekawa,Napier,Hawke's Bay,176.895836,-39.50606
Te Wharekura o Ruatoki,Mission Road,Ruatoki,Whakatane,Bay of Plenty,177.007449,-38.148068
St Joseph's Maori Girls' College,25 Osier Road,Taradale,Napier,Hawke's Bay,176.855479,-39.52656
Havelock North High School,153 Te Mata Road,,Havelock North,Hawke's Bay,176.894775,-39.666609
Iona College,42 Lucknow Road,,Havelock North,Hawke's Bay,176.878962,-39.679043
Woodford House,Iona Road,,Havelock North,Hawke's Bay,176.880402,-39.68421
St John's College (Hastings),Jervois Street,,Hastings,Hawke's Bay,176.857152,-39.639762
Hastings Boys' High School,800 South Karamu Road,,Hastings,Hawke's Bay,176.834934,-39.650205
Hastings Girls' High School,Pakowhai Road,Stortford Lodge,Hastings,Hawke's Bay,176.834761,-39.627204
Karamu High School,Windsor Avenue,Parkvale-Napier/Hastings,Hastings,Hawke's Bay,176.866435,-39.646511
Lindisfarne College,600 Pakowhai Road,Stortford Lodge,Hastings,Hawke's Bay,176.836814,-39.625793
Taikura Rudolf Steiner School,505 Nelson Street,Hastings Central,Hastings,Hawke's Bay,176.845371,-39.636358
Te Aute College,100 State Highway 2,,Pukehou,Hawke's Bay,176.629409,-39.826453
Central Hawkes Bay College,Tavistock Road,,Waipukurau,Hawke's Bay,176.560937,-40.001775
Dannevirke High School,Grant Street,,Dannevirke,Manawatu-Wanganui,176.101027,-40.201334
Tararua College,Churchill Street,,Pahiatua,Manawatu-Wanganui,175.83484,-40.45604
Horowhenua College,Weraroa Road,,Levin,Manawatu-Wanganui,175.279761,-40.621221
Waiopehu College,Bartholomew Road,,Levin,Manawatu-Wanganui,175.296331,-40.629307
Kaitaia Abundant Life School,11 North Road,,Kaitaia,Northland,173.257584,-35.107454
Otaki College,Mill Road,,Otaki,Wellington,175.153789,-40.759356
Wairarapa College,83 Pownall Street,,Masterton,Wellington,175.646277,-40.950295
Solway College,Fleet Street,,Masterton,Wellington,175.630823,-40.956395
Makoura College,Makora Road,,Masterton,Wellington,175.66649,-40.961318
Chanel College,26 Herbert Street,,Masterton,Wellington,175.655045,-40.960103
Rathkeale College,Willow Park Drive,Opaki,Masterton,Wellington,175.687559,-40.898293
St Matthew's Collegiate (Masterton),33 Pownall Street,,Masterton,Wellington,175.650433,-40.945156
Kapiti College,Margaret Road,,Raumati Beach,Wellington,174.982225,-40.921077
Paraparaumu College,Mazengarb Road,,Paraparaumu,Wellington,175.003984,-40.888252
Kuranui College,East Street,,Greytown,Wellington,175.451032,-41.092581
Upper Hutt College,Moonshine Road,Trentham,Upper Hutt,Wellington,175.040543,-41.126195
Heretaunga College,Ward Street,Trentham,Upper Hutt,Wellington,175.05507,-41.129082
St Patrick's College (Silverstream),207 Fergusson Drive,,Upper Hutt,Wellington,175.012679,-41.146103
Aotea College,Okowai Road,,Porirua,Wellington,174.854392,-41.125149
Mana College,Awarua Street,Takapuwahia,Porirua,Wellington,174.831112,-41.12796
Porirua College,64 Driver Crescent,Cannons Creek,Porirua,Wellington,174.874455,-41.141254
Bishop Viard College,20 Keneperu Drive,,Porirua,Wellington,174.839222,-41.140409
Tawa College,Duncan Street,Tawa,Wellington,Wellington,174.830504,-41.164989
Taita College,Eastern Hutt Road,Taita,Lower Hutt,Wellington,174.966397,-41.176072
Naenae College,910 High Street,,Lower Hutt,Wellington,174.940751,-41.196627
St Bernard's College,183 Waterloo Road,,Lower Hutt,Wellington,174.91669,-41.210295
Hutt Valley High School,Woburn Road,,Lower Hutt,Wellington,174.901459,-41.21649
Sacred Heart College (Lower Hutt),65 Laings Road,,Lower Hutt,Wellington,174.906695,-41.213991
Chilton Saint James School,124 Waterloo Road,,Lower Hutt,Wellington,174.91359,-41.210234
St Oran's College,550 High Street,Boulcott,Lower Hutt,Wellington,174.916421,-41.204301
Waipa Christian School,93 Chapel Drive,,Te Awamutu,Waikato,175.329509,-38.021225
Newlands College,68 Bracken Road,Newlands,Wellington,Wellington,174.822755,-41.21809
Onslow College,Burma Road,Johnsonville,Wellington,Wellington,174.797668,-41.231909
Wellington Girls' College,Pipitea Street,Thorndon,Wellington,Wellington,174.780668,-41.275415
Wellington High School and Com Ed Centre,Taranaki Street,,Wellington,Wellington,174.774687,-41.300717
Wellington East Girls' College,Austin Street,Mount Victoria,Wellington,Wellington,174.785002,-41.30235
Wellington College,Dufferin Street,Mount Victoria,Wellington,Wellington,174.78137,-41.303604
St Patrick's College (Kilbirnie),581 Evans Bay Parade,Kilbirnie,Wellington,Wellington,174.79598,-41.313826
Rongotai College,Coutts Street,Kilbirnie,Wellington,Wellington,174.800655,-41.321841
Queen Margaret College,53 Hobson Street,Thorndon,Wellington,Wellington,174.780661,-41.272419
TKKM o Hoani Waititi,441 West Coast Road,Glen Eden,Auckland,Auckland,174.631692,-36.907195
Samuel Marsden Collegiate School,Marsden Avenue,Karori,Wellington,Wellington,174.744349,-41.283939
Scots College,1 Monorgan Road,Strathmore,Wellington,Wellington,174.818436,-41.326926
Te Kura Amorangi o Whakawatea,132 Saxbys Road,Melville,Hamilton,Waikato,175.271399,-37.824133
Otamatea Christian School,98 Hurndall Street,,Maungaturoto,Northland,174.358512,-36.109229
St Catherines College (Kilbirnie),14 Upper Bourke Street,Kilbirnie,Wellington,Wellington,174.792476,-41.318037
St Mary's College (Wellington),Guildford Terrace,Wellington CBD,Wellington,Wellington,174.775175,-41.275806
Queen Charlotte College,173 Waikawa Road,,Picton,Marlborough,174.023149,-41.279732
Marlborough Boys' College,5 Stephenson Street,,Blenheim,Marlborough,173.955061,-41.519013
Marlborough Girls' College,21 Mclauchlan Street,Springlands,Blenheim,Marlborough,173.944435,-41.507447
Collingwood Area School,Lewis Street,,Collingwood,Tasman,172.678712,-40.68219
Rai Valley Area School,6700 State Highway 6,,Rai Valley,Marlborough,173.581689,-41.234073
Golden Bay High School,12 Waitapu Road,,Takaka,Tasman,172.808357,-40.848041
Nayland College,166 Nayland Road,Stoke,Nelson,Nelson,173.232706,-41.305041
Nelson College,Waimea Road,,Nelson,Nelson,173.275569,-41.285566
Nelson College For Girls,Trafalgar Street,,Nelson,Nelson,173.283182,-41.279346
Waimea College,Salisbury Road,,Richmond,Tasman,173.196869,-41.337685
Tapawera Area School,Main Road,Tapawera,Nelson,Tasman,172.824974,-41.393184
Motueka High School,Whakarewa Street,,Motueka,Tasman,173.004622,-41.114843
Murchison Area School,61 Waller Street,,Murchison,Tasman,172.326532,-41.799465
Karamea Area School,Waverley Street,Karamea,Westport,West Coast,172.116142,-41.248956
Buller High School,33 Derby Street,,Westport,West Coast,171.605044,-41.747586
Greymouth High School,High Street,,Greymouth,West Coast,171.197215,-42.462768
John Paul II High School,10 Alexander Street,,Greymouth,West Coast,171.21203,-42.4515
Westland High School,140 Hampden Street,,Hokitika,West Coast,170.972914,-42.7175
South Westland Area School,Wanganui Flat Road,,Harihari,West Coast,170.551679,-43.142004
Kaikoura High School,1 Rorrisons Road,,Kaikoura,Canterbury,173.674445,-42.400433
Amuri Area School,School Road,,Culverden,Canterbury,172.848249,-42.771114
Cheviot Area School,Hall Street,,Cheviot,Canterbury,173.275538,-42.811454
Oxford Area School,52 Bay Road,,Oxford,Canterbury,172.187978,-43.294195
Hurunui College,Tenterden Street,,Hawarden,Canterbury,172.63703,-42.923805
Rangiora High School,East Belt,,Rangiora,Canterbury,172.598721,-43.298187
Kaiapoi High School,Ohoka Road,,Kaiapoi,Canterbury,172.646118,-43.387167
St Bedes College,210 Main North Road,Papanui,Christchurch,Canterbury,172.616864,-43.48405
Papanui High School,30 Langdons Road,Papanui,Christchurch,Canterbury,172.606707,-43.491037
Christchurch Adventist School,15 Grants Road,Papanui,Christchurch,Canterbury,172.611428,-43.499019
St Andrew's College (Christchurch),347 Papanui Road,Bryndwr,Christchurch,Canterbury,172.615865,-43.506363
Burnside High School,Greers Road,,Christchurch,Canterbury,172.577702,-43.507315
Mairehau High School,Hills Road,,Christchurch,Canterbury,172.648476,-43.494016
Shirley Boys' High School,North Parade,Shirley,Christchurch,Canterbury,172.660827,-43.512343
Avonside Girls' High School,180 Avonside Drive,,Christchurch,Canterbury,172.661514,-43.524028
Rangi Ruru Girls' School,59 Hewitts Road,Merivale,Christchurch,Canterbury,172.617779,-43.518898
Villa Maria College,21 Peer Street,Upper Riccarton,Christchurch,Canterbury,172.567561,-43.528304
Christchurch Boys' High School,Straven Road,Riccarton,Christchurch,Canterbury,172.598411,-43.524806
Christchurch Girls' High School -Te Kura o Hine Waiora,10 Matai Street,Riccarton,Christchurch,Canterbury,172.611366,-43.524293
Mangakino Area School,Karamu Street,,Mangakino,Waikato,175.771412,-38.369521
Christ's College,Rolleston Avenue,Christchurch Central,Christchurch,Canterbury,172.627114,-43.529716
St Thomas of Canterbury College,69 Middlepark Road,Sockburn,Christchurch,Canterbury,172.556203,-43.533607
St Margaret's College,12 Winchester Street,Merivale,Christchurch,Canterbury,172.622151,-43.519091
Riccarton High School,31 Vicki Street,Sockburn,Christchurch,Canterbury,172.566357,-43.53589
Middleton Grange School,30 Acacia Avenue,Riccarton,Christchurch,Canterbury,172.576512,-43.536245
Hagley Community College,510 Hagley Avenue,,Christchurch,Canterbury,172.623,-43.537238
Linwood College,85 Aldwins Road,Linwood,Christchurch,Canterbury,172.667655,-43.538762
Hornby High School,180 Waterloo Road,Hornby,Christchurch,Canterbury,172.527627,-43.538174
Hillmorton High School,Tankerville Road,Barrington,Christchurch,Canterbury,172.592774,-43.557675
Cashmere High School,Rose Street,,Christchurch,Canterbury,172.623852,-43.564565
Hillview Christian School,150 Wilsons Road,St Martins,Christchurch,Canterbury,172.652793,-43.555736
Marian College,122 Barbadoes Street,Christchurch Central,Christchurch,Canterbury,172.646135,-43.539039
Westminster Christian School,31 Westminster Gardens,Glenfield,Auckland,Auckland,174.710164,-36.761113
Darfield High School,Mclaughlins Road,,Darfield,Canterbury,172.103653,-43.490023
Lincoln High School,25 Boundary Road,,Lincoln,Canterbury,172.485665,-43.635761
Mount Hutt College,44 Main Street,,Methven,Canterbury,171.650313,-43.637612
Ellesmere College,Leeston Dunsandel Road,,Leeston,Canterbury,172.292406,-43.757827
Akaroa Area School,141 Rue Jolie,,Akaroa,Canterbury,172.962425,-43.811174
Ashburton College,27 Walnut Avenue,,Ashburton,Canterbury,171.750161,-43.892276
Geraldine High School,Mckenzie Street,,Geraldine,Canterbury,171.248551,-44.091794
Mackenzie College,Kirke Street,,Fairlie,Canterbury,170.825158,-44.101609
Opihi College,Richard Pearse Drive,,Temuka,Canterbury,171.293648,-44.239704
Craighead Diocesan School,Wrights Avenue,,Timaru,Canterbury,171.225485,-44.388296
Roncalli College,Wellington Street,,Timaru,Canterbury,171.245975,-44.402793
Mountainview High School,Pages Road,,Timaru,Canterbury,171.219528,-44.376701
Timaru Boys' High School,211 North Street,West End,Timaru,Canterbury,171.230181,-44.400178
